title	authors	doi	journal	volume	issue	pages	X.	descriptors	oldfilename	newfilename	file.location	authors.fullnames	link.to.abstract	lookup.code
164	The developmental psychometrics of big five self-reports: Acquiescence, factor structure, coherence, and differentiation from ages 10 to 20.	CJ Soto, OP John, SD Gosling, J Potter	10.1037/0022-3514.94.4.718	JPSP	94	4	718-37		Adolescent, Adult, Child, Comprehension, Data Collection, Extraversion (Psychology), Female, Humans, Informed Consent, Internet, Language Development, Male, Patient Selection, Personality Development, Personality Inventory [statistics & numerical data], Psychometrics [statistics & numerical data], Reproducibility of Results, Self Concept, Vocabulary	2008.JPSP/psp 94-4/psp-94-4-718.pdf	JPSP/JPSP-94-4-718.pdf	Reproducibility Papers/JPSP/JPSP-94-4-718.pdf	Christopher J Soto, Oliver P John, Samuel D Gosling, Jeff Potter	NA	JPSP-94-4-718
165	Hedonic tone and activation level in the mood-creativity link: Toward a dual pathway to creativity model.	CK De Dreu, M Baas, BA Nijstad	10.1037/0022-3514.94.5.739	JPSP	94	5	739-56		Adolescent, Adult, Affect, Arousal, Concept Formation, Creativeness, Female, Humans, Imagination, Individuality, Male, Models, Psychological, Personality Inventory, Philosophy, Problem Solving	2008.JPSP/psp 94-5/psp-94-5-739.pdf	JPSP/JPSP-94-5-739.pdf	Reproducibility Papers/JPSP/JPSP-94-5-739.pdf	Carsten K W De Dreu, Matthijs Baas, Bernard A Nijstad	NA	JPSP-94-5-739
166	Judgments of the lucky across development and culture.	KR Olson, Y Dunham, CS Dweck, ES Spelke, MR Banaji	10.1037/0022-3514.94.5.757	JPSP	94	5	757-76		Child, Child, Preschool, Cross-Cultural Comparison, Culture, Female, Humans, Intention, Interpersonal Relations, Japan, Judgment, Male, Moral Development, Punishment, Reward, Sibling Relations, Social Desirability, Social Dominance, Social Identification, Social Justice [psychology], United States	2008.JPSP/psp 94-5/psp-94-5-757.pdf	JPSP/JPSP-94-5-757.pdf	Reproducibility Papers/JPSP/JPSP-94-5-757.pdf	Kristina R Olson, Yarrow Dunham, Carol S Dweck, Elizabeth S Spelke, Mahzarin R Banaji	NA	JPSP-94-5-757
167	How to heat up from the cold: Examining the preconditions for (unconscious) mood effects.	KI Ruys, DA Stapel	10.1037/0022-3514.94.5.777	JPSP	94	5	777-91		Affect, Association Learning, Attention, Awareness, Humans, Judgment, Mental Recall, Questionnaires, Reaction Time, Subliminal Stimulation, Unconscious (Psychology), Visual Perception	2008.JPSP/psp 94-5/psp-94-5-777.pdf	JPSP/JPSP-94-5-777.pdf	Reproducibility Papers/JPSP/JPSP-94-5-777.pdf	Kirsten I Ruys, Diederik A Stapel	NA	JPSP-94-5-777
168	Forming implicit and explicit attitudes toward individuals: Social group association cues.	AR McConnell, RJ Rydell, LM Strain, DM Mackie	10.1037/0022-3514.94.5.792	JPSP	94	5	792-807		Adolescent, Adult, Association Learning, Attitude, Beauty, Communication, Cues, Culture, Feedback, Psychological, Female, Humans, Interpersonal Relations, Male, Obesity [psychology], Personality, Prejudice, Social Conformity, Social Desirability, Social Identification	2008.JPSP/psp 94-5/psp-94-5-792.pdf	JPSP/JPSP-94-5-792.pdf	Reproducibility Papers/JPSP/JPSP-94-5-792.pdf	Allen R McConnell, Robert J Rydell, Laura M Strain, Diane M Mackie	NA	JPSP-94-5-792
169	Maintaining sexual desire in intimate relationships: The importance of approach goals.	EA Impett, A Strachman, EJ Finkel, SL Gable	10.1037/0022-3514.94.5.808	JPSP	94	5	808-23		Adolescent, Adult, Affect, Culture, Female, Gender Identity, Goals, Humans, Interpersonal Relations, Libido, Longitudinal Studies, Male, Motivation, Object Attachment, Sexual Behavior, Sexual Partners [psychology]	2008.JPSP/psp 94-5/psp-94-5-808.pdf	JPSP/JPSP-94-5-808.pdf	Reproducibility Papers/JPSP/JPSP-94-5-808.pdf	Emily At Impett, Amy Strachman, Eli J Finkel, Shelly L Gable	NA	JPSP-94-5-808
170	Receiving support as a mixed blessing: Evidence for dual effects of support on psychological outcomes.	ME Gleason, M Iida, PE Shrout, N Bolger	10.1037/0022-3514.94.5.824	JPSP	94	5	824-38		Adaptation, Psychological, Adult, Affect, Female, Gender Identity, Humans, Life Change Events, Male, Marriage [psychology], Models, Psychological, Object Attachment, Questionnaires, Self Concept, Social Support, Spouses [psychology]	2008.JPSP/psp 94-5/psp-94-5-824.pdf	JPSP/JPSP-94-5-824.pdf	Reproducibility Papers/JPSP/JPSP-94-5-824.pdf	Marci E J Gleason, Masumi Iida, Patrick E Shrout, Niall Bolger	NA	JPSP-94-5-824
171	Nomina sunt omina: On the inductive potential of nouns and adjectives in person perception.	A Carnaghi, A Maass, S Gresta, M Bianchi, M Cadinu, L Arcuri	10.1037/0022-3514.94.5.839	JPSP	94	5	839-59		Adult, Culture, Female, Humans, Interpersonal Relations, Male, Personality Assessment, Psycholinguistics, Semantics, Social Identification, Stereotyping, Verbal Behavior	2008.JPSP/psp 94-5/psp-94-5-839.pdf	JPSP/JPSP-94-5-839.pdf	Reproducibility Papers/JPSP/JPSP-94-5-839.pdf	Andrea Carnaghi, Anne Maass, Sara Gresta, Mauro Bianchi, Mara Cadinu, Luciano Arcuri	NA	JPSP-94-5-839
172	Taking the easy way out: Preference diversity, decision strategies, and decision refusal in groups.	BA Nijstad, SC Kaps	10.1037/0022-3514.94.5.860	JPSP	94	5	860-70		Adolescent, Adult, Choice Behavior, Conflict (Psychology), Cooperative Behavior, Culture, Decision Making, Female, Group Processes, Humans, Male, Personal Satisfaction, Social Conformity	2008.JPSP/psp 94-5/psp-94-5-860.pdf	JPSP/JPSP-94-5-860.pdf	Reproducibility Papers/JPSP/JPSP-94-5-860.pdf	Bernard A Nijstad, Silvia C Kaps	NA	JPSP-94-5-860
173	Distinguishing between silent and vocal minorities: Not all deviants feel marginal.	KR Morrison, DT Miller	10.1037/0022-3514.94.5.871	JPSP	94	5	871-82		Conflict (Psychology), Culture, Female, Group Processes, Humans, Individuality, Male, Motivation, Personal Satisfaction, Social Conformity, Social Dominance, Social Identification	2008.JPSP/psp 94-5/psp-94-5-871.pdf	JPSP/JPSP-94-5-871.pdf	Reproducibility Papers/JPSP/JPSP-94-5-871.pdf	Kimberly Rios Morrison, Dale T Miller	NA	JPSP-94-5-871
174	Making choices impairs subsequent self-control: A limited-resource account of decision making, self-regulation, and active initiative.	KD Vohs, RF Baumeister, BJ Schmeichel, JM Twenge, NM Nelson, DM Tice	10.1037/0022-3514.94.5.883	JPSP	94	5	883-98		Adaptation, Psychological, Affect, Arousal, Attention, Choice Behavior, Consumer Satisfaction, Decision Making, Fatigue [psychology], Female, Humans, Individuality, Internal-External Control, Male, Motivation, Pain Threshold, Problem Solving, Social Conformity	2008.JPSP/psp 94-5/psp-94-5-883.pdf	JPSP/JPSP-94-5-883.pdf	Reproducibility Papers/JPSP/JPSP-94-5-883.pdf	Kathleen D Vohs, Roy F Baumeister, Brandon J Schmeichel, Jean M Twenge, Noelle M Nelson, Dianne M Tice	NA	JPSP-94-5-883
175	Adolescent personality moderates genetic and environmental influences on relationships with parents.	SC South, RF Krueger, W Johnson, WG Iacono	10.1037/0022-3514.94.5.899	JPSP	94	5	899-912		Adolescent, Female, Humans, Male, Models, Statistical, Parent-Child Relations, Parenting [psychology], Personality [genetics], Personality Assessment, Phenotype, Social Environment, Socialization, Twins [genetics]	2008.JPSP/psp 94-5/psp-94-5-899.pdf	JPSP/JPSP-94-5-899.pdf	Reproducibility Papers/JPSP/JPSP-94-5-899.pdf	Susan C South, Robert F Krueger, Wendy Johnson, William G Iacono	NA	JPSP-94-5-899
176	Societal threat, authoritarianism, conservatism, and u.s.state death penalty sentencing (1977-2004).	SJ McCann	10.1037/0022-3514.94.5.913	JPSP	94	5	913-23		Adaptation, Psychological, Authoritarianism, Capital Punishment [legislation & jurisprudence], Cross-Sectional Studies, Cultural Diversity, Fear, Homicide, Humans, Internal-External Control, Politics, Public Policy, Regression Analysis, Social Conformity, Social Environment, Social Identification, Social Values, United States, Violence [legislation & jurisprudence]	2008.JPSP/psp 94-5/psp-94-5-913.pdf	JPSP/JPSP-94-5-913.pdf	Reproducibility Papers/JPSP/JPSP-94-5-913.pdf	Stewart J H McCann	NA	JPSP-94-5-913
177	Pride and perseverance: The motivational role of pride.	LA Williams, D DeSteno	10.1037/0022-3514.94.6.1007	JPSP	94	6	1007-17		Adult, Aspirations (Psychology), Attitude, Female, Humans, Male, Motivation, Self Concept, Self Efficacy	2008.JPSP/psp 94-6/psp-94-6-1007.pdf	JPSP/JPSP-94-6-1007.pdf	Reproducibility Papers/JPSP/JPSP-94-6-1007.pdf	Lisa A Williams, David DeSteno	NA	JPSP-94-6-1007
178	Unconscious and spontaneous and...complex: The three selves model of social comparison assimilation and contrast.	H Blanton, DA Stapel	10.1037/0022-3514.94.6.1018	JPSP	94	6	1018-32		Adult, Female, Humans, Male, Self Concept, Social Behavior, Social Identification, Social Perception, Unconscious (Psychology)	2008.JPSP/psp 94-6/psp-94-6-1018.pdf	JPSP/JPSP-94-6-1018.pdf	Reproducibility Papers/JPSP/JPSP-94-6-1018.pdf	Hart Blanton, Diederik A Stapel	NA	JPSP-94-6-1018
179	Biological conceptions of race and the motivation to cross racial boundaries.	MJ Williams, JL Eberhardt	10.1037/0022-3514.94.6.1033	JPSP	94	6	1033-47		Adult, Biology, Continental Population Groups, Female, Friends, Humans, Interpersonal Relations, Male, Motivation, Psychological Theory, Social Behavior, Social Perception	2008.JPSP/psp 94-6/psp-94-6-1033.pdf	JPSP/JPSP-94-6-1033.pdf	Reproducibility Papers/JPSP/JPSP-94-6-1033.pdf	Melissa J Williams, Jennifer L Eberhardt	NA	JPSP-94-6-1033
180	The association of neighborhood poverty with personality change in childhood.	D Hart, R Atkins, MK Matsuba	10.1037/0022-3514.94.6.1048	JPSP	94	6	1048-61		Adolescent, Adult, Child, Female, Humans, Personality, Personality Development, Poverty, Residence Characteristics	2008.JPSP/psp 94-6/psp-94-6-1048.pdf	JPSP/JPSP-94-6-1048.pdf	Reproducibility Papers/JPSP/JPSP-94-6-1048.pdf	Daniel Hart, Robert Atkins, M Kyle Matsuba	NA	JPSP-94-6-1048
181	Conceptualizing and assessing self-enhancement bias: A componential approach.	VS Kwan, OP John, RW Robins, LL Kuang	10.1037/0022-3514.94.6.1062	JPSP	94	6	1062-77		Adult, Female, Humans, Male, Mental Health, Self Concept, Social Adjustment, Social Desirability	2008.JPSP/psp 94-6/psp-94-6-1062.pdf	JPSP/JPSP-94-6-1062.pdf	Reproducibility Papers/JPSP/JPSP-94-6-1062.pdf	Virginia S Y Kwan, Oliver P John, Richard W Robins, Lu Lu Kuang	NA	JPSP-94-6-1062
182	The social endocrinology of dominance: Basal testosterone predicts cortisol changes and behavior following victory and defeat.	PH Mehta, AC Jones, RA Josephs	10.1037/0022-3514.94.6.1078	JPSP	94	6	1078-93		Adult, Endocrinology, Humans, Hydrocortisone [analysis], Male, Power (Psychology), Saliva [chemistry], Social Behavior, Social Dominance, Testosterone [blood]	2008.JPSP/psp 94-6/psp-94-6-1078.pdf	JPSP/JPSP-94-6-1078.pdf	Reproducibility Papers/JPSP/JPSP-94-6-1078.pdf	Pranjal H Mehta, Amanda C Jones, Robert A Josephs	NA	JPSP-94-6-1078
183	Culture, emotion regulation, and adjustment.	D Matsumoto, SH Yoo, S Nakagawa, [plus other nonstandard author]	10.1037/0022-3514.94.6.925	JPSP	94	6	925-37		Adult, Affect, Culture, Female, Humans, Male, Religion, Social Adjustment, Social Control, Informal	2008.JPSP/psp 94-6/psp-94-6-925.pdf	JPSP/JPSP-94-6-925.pdf	Reproducibility Papers/JPSP/JPSP-94-6-925.pdf	David Matsumoto, Seung Hee Yoo, Sanae Nakagawa, [plus other nonstandard author]	NA	JPSP-94-6-925
184	Affective and cognitive meta-bases of attitudes: Unique effects on information interest and persuasion.	YH See, RE Petty, LR Fabrigar	10.1037/0022-3514.94.6.938	JPSP	94	6	938-55		Affect, Attitude, Cognition, Disclosure, Humans, Persuasive Communication	2008.JPSP/psp 94-6/psp-94-6-938.pdf	JPSP/JPSP-94-6-938.pdf	Reproducibility Papers/JPSP/JPSP-94-6-938.pdf	Ya Hui Michelle See, Richard E Petty, Leandre R Fabrigar	NA	JPSP-94-6-938
185	When subjective experiences matter: Power increases reliance on the ease of retrieval.	M Weick, A Guinote	10.1037/0022-3514.94.6.956	JPSP	94	6	956-70		Attitude, Female, Humans, Male, Motivation, Power (Psychology)	2008.JPSP/psp 94-6/psp-94-6-956.pdf	JPSP/JPSP-94-6-956.pdf	Reproducibility Papers/JPSP/JPSP-94-6-956.pdf	Mario Weick, Ana Guinote	NA	JPSP-94-6-956
186	A two-dimensional model that employs explicit and implicit attitudes to characterize prejudice.	LS Son Hing, GA Chung-Yan, LK Hamilton, MP Zanna	10.1037/0022-3514.94.6.971	JPSP	94	6	971-87		Adolescent, Adult, Attitude, Female, Humans, Male, Politics, Prejudice	2008.JPSP/psp 94-6/psp-94-6-971.pdf	JPSP/JPSP-94-6-971.pdf	Reproducibility Papers/JPSP/JPSP-94-6-971.pdf	Leanne S Son Hing, Greg A Chung-Yan, Leah K Hamilton, Mark P Zanna	NA	JPSP-94-6-971
187	Remembering historical victimization: Collective guilt for current ingroup transgressions.	MJ Wohl, NR Branscombe	10.1037/0022-3514.94.6.988	JPSP	94	6	988-1006		Adolescent, Adult, Arabs, Crime Victims, Female, Group Processes, Guilt, Holocaust, Humans, Jews, Male, Memory, Questionnaires	2008.JPSP/psp 94-6/psp-94-6-988.pdf	JPSP/JPSP-94-6-988.pdf	Reproducibility Papers/JPSP/JPSP-94-6-988.pdf	Michael J A Wohl, Nyla R Branscombe	NA	JPSP-94-6-988
188	Impressions of milgram's obedient teachers: Situational cues inform inferences about motives and traits.	GD Reeder, AE Monroe, JB Pryor	10.1037/0022-3514.95.1.1	JPSP	95	1	|1/17/2012|		Adult, Attitude, Character, Coercion, Complicity, Cooperative Behavior, Cues, Culture, Electroshock [psychology], Feedback, Female, Helping Behavior, Humans, Intention, Internal-External Control, Iraq War, 2003 -, Male, Middle Aged, Motivation, Prisoners [psychology], Social Conformity, Social Environment, Social Perception, Torture [psychology]	2008.JPSP/psp 95-1/psp-95-1-1.pdf	JPSP/JPSP-95-1-1.pdf	Reproducibility Papers/JPSP/JPSP-95-1-1.pdf	Glenn D Reeder, Andrew E Monroe, John B Pryor	NA	JPSP-95-1-1
189	Power and the objectification of social targets.	DH Gruenfeld, ME Inesi, JC Magee, AD Galinsky	10.1037/0022-3514.95.1.111	JPSP	95	1	111-27		Administrative Personnel, Adolescent, Adult, Altruism, Aspirations (Psychology), Behavior Control, Defense Mechanisms, Female, Goals, Helping Behavior, Hierarchy, Social, Humans, Interpersonal Relations, Male, Power (Psychology), Social Perception, Students [psychology]	2008.JPSP/psp 95-1/psp-95-1-111.pdf	JPSP/JPSP-95-1-111.pdf	Reproducibility Papers/JPSP/JPSP-95-1-111.pdf	Deborah H Gruenfeld, M Ena Inesi, Joe C Magee, Adam D Galinsky	NA	JPSP-95-1-111
190	If you need help, just ask: Underestimating compliance with direct requests for help.	FJ Flynn, VK Lake	10.1037/0022-3514.95.1.128	JPSP	95	1	128-43		Adolescent, Adult, Cooperative Behavior, Culture, Female, Helping Behavior, Humans, Interpersonal Relations, Male, Motivation, Rejection (Psychology), Social Perception, Social Support	2008.JPSP/psp 95-1/psp-95-1-128.pdf	JPSP/JPSP-95-1-128.pdf	Reproducibility Papers/JPSP/JPSP-95-1-128.pdf	Francis J Flynn, Vanessa K B Lake	NA	JPSP-95-1-128
191	Group-level self-definition and self-investment: A hierarchical (multicomponent) model of in-group identification.	CW Leach, M van Zomeren, S Zebel, ML Vliek, SF Pennekamp, B Doosje, JW Ouwerkerk, R Spears	10.1037/0022-3514.95.1.144	JPSP	95	1	144-65		Adolescent, Adult, Culture, Emotions, Female, Humans, Interpersonal Relations, Male, Middle Aged, Models, Psychological, Personal Construct Theory, Self Concept, Social Desirability, Social Identification, Stereotyping	2008.JPSP/psp 95-1/psp-95-1-144.pdf	JPSP/JPSP-95-1-144.pdf	Reproducibility Papers/JPSP/JPSP-95-1-144.pdf	Colin Wayne Leach, Martijn van Zomeren, Sven Zebel, Michael L W Vliek, Sjoerd F Pennekamp, Bertjan Doosje, Jaap W Ouwerkerk, Russell Spears	NA	JPSP-95-1-144
192	Neuroticism, marital violence, and the moderating role of stress and behavioral skills.	JC Hellmuth, JK McNulty	10.1037/0022-3514.95.1.166	JPSP	95	1	166-80		Adult, Aggression [psychology], Communication, Female, Gender Identity, Humans, Interpersonal Relations, Male, Motivation, Neurotic Disorders [diagnosis], Personality Inventory, Problem Solving, Risk Factors, Spouse Abuse [psychology], Stress, Psychological [complications]	2008.JPSP/psp 95-1/psp-95-1-166.pdf	JPSP/JPSP-95-1-166.pdf	Reproducibility Papers/JPSP/JPSP-95-1-166.pdf	Julianne C Hellmuth, James K McNulty	NA	JPSP-95-1-166
193	God and the government: Testing a compensatory control mechanism for the support of external systems.	AC Kay, D Gaucher, JL Napier, MJ Callan, K Laurin	10.1037/0022-3514.95.1.18	JPSP	95	1	18-35		Adaptation, Psychological, Adolescent, Adult, Cross-Cultural Comparison, Culture, Defense Mechanisms, Female, Government, Humans, Internal-External Control, Life Change Events, Male, Mental Recall, Middle Aged, Political Systems, Psychology, Social, Religion and Psychology, Social Support	2008.JPSP/psp 95-1/psp-95-1-18.pdf	JPSP/JPSP-95-1-18.pdf	Reproducibility Papers/JPSP/JPSP-95-1-18.pdf	Aaron C Kay, Danielle Gaucher, Jamie L Napier, Mitchell J Callan, Kristin Laurin	NA	JPSP-95-1-18
194	Self-esteem reactions to social interactions: Evidence for sociometer mechanisms across days, people, and nations.	JJ Denissen, L Penke, DP Schmitt, MA van Aken	10.1037/0022-3514.95.1.181	JPSP	95	1	181-96		Adult, Cross-Cultural Comparison, Family [psychology], Family Characteristics, Female, Friends, Humans, Individuality, Interpersonal Relations, Male, Motivation, Self Concept, Social Identification, Sociometric Techniques	2008.JPSP/psp 95-1/psp-95-1-181.pdf	JPSP/JPSP-95-1-181.pdf	Reproducibility Papers/JPSP/JPSP-95-1-181.pdf	Jaap J A Denissen, Lars Penke, David P Schmitt, Marcel A G van Aken	NA	JPSP-95-1-181
195	Neural bases of moderation of cortisol stress responses by psychosocial resources.	SE Taylor, LJ Burklund, NI Eisenberger, BJ Lehman, CJ Hilmert, MD Lieberman	10.1037/0022-3514.95.1.197	JPSP	95	1	197-211		Adaptation, Psychological [physiology], Adolescent, Adult, Amygdala [physiopathology], Arousal [physiology], Brain Mapping, Female, Humans, Hydrocortisone [blood], Magnetic Resonance Imaging, Male, Prefrontal Cortex [physiopathology], Social Support, Stress, Psychological [physiopathology]	2008.JPSP/psp 95-1/psp-95-1-197.pdf	JPSP/JPSP-95-1-197.pdf	Reproducibility Papers/JPSP/JPSP-95-1-197.pdf	Shelley E Taylor, Lisa J Burklund, Naomi I Eisenberger, Barbara J Lehman, Clayton J Hilmert, Matthew D Lieberman	NA	JPSP-95-1-197
196	Pathogens, personality, and culture: Disease prevalence predicts worldwide variability in sociosexuality, extraversion, and openness to experience.	M Schaller, DR Murray	10.1037/0022-3514.95.1.212	JPSP	95	1	212-21		Character, Climate, Communicable Diseases [epidemiology], Cross-Cultural Comparison, Cross-Sectional Studies, Cultural Characteristics, Extraversion (Psychology), Female, Gender Identity, Humans, Internal-External Control, Male, Personality Inventory [statistics & numerical data], Psychometrics, Sexual Behavior [psychology], Social Behavior, Statistics as Topic	2008.JPSP/psp 95-1/psp-95-1-212.pdf	JPSP/JPSP-95-1-212.pdf	Reproducibility Papers/JPSP/JPSP-95-1-212.pdf	Mark Schaller, Damian R Murray	NA	JPSP-95-1-212
197	Stability and change in temperament during adolescence.	JM Ganiban, KJ Saudino, J Ulbricht, JM Neiderhiser, D Reiss	10.1037/0022-3514.95.1.222	JPSP	95	1	222-36		Adolescent, Adolescent Psychology, Female, Follow-Up Studies, Health Surveys, Humans, Male, Personality Development, Phenotype, Siblings, Social Environment, Temperament, Twins [genetics]	2008.JPSP/psp 95-1/psp-95-1-222.pdf	JPSP/JPSP-95-1-222.pdf	Reproducibility Papers/JPSP/JPSP-95-1-222.pdf	Jody M Ganiban, Kimberly J Saudino, Jennifer Ulbricht, Jenae M Neiderhiser, David Reiss	NA	JPSP-95-1-222
